id,title,abstract,math,physics,q-bio,q-fin,stat
704.0665,"global well-posedness and scattering for the energy-critical, defocusing   hartree equation for radial data","we consider the defocusing, $\dot{h}^1$-critical hartree equation for the radial data in all dimensions $(n\geq 5)$. we show the global well-posedness and scattering results in the energy space. the new ingredient in this paper is that we first take advantage of the term $\displaystyle - \int_{i}\int_{|x|\leq a|i|^{1/2}}|u|^{2}\delta \big(\frac{1}{|x|}\big)dxdt$ in the localized morawetz identity to rule out the possibility of energy concentration, instead of the classical morawetz estimate dependent of the nonlinearity.",1,0,0,0,0
704.0667,topological free entropy dimension of in unital c^*-algebras,"the notion of topological free entropy dimension of $n-$tuples of elements in a unital c$^*$ algebra was introduced by voiculescu. in the paper, we compute topological free entropy dimension of one self-adjoint element and topological orbit dimension of one self-adjoint element in a unital c$^*$ algebra. moreover, we calculate the values of topological free entropy dimensions of families of generators of some unital c$^*$ algebras (for example: irrational rotation c$^*$ algebras or minimal tensor product of two reduced c$^*$ algebras of free groups).",1,0,0,0,0
704.0669,reduced and extended weak coupling limit,"we give an extended review of recent work on the extended weak coupling limit. background material on completely positive semigroups and their unitary dilations is given, as well as a particularly easy construction of `quadratic noises'.",1,0,0,0,0
704.0671,learning from compressed observations,"the problem of statistical learning is to construct a predictor of a random variable $y$ as a function of a related random variable $x$ on the basis of an i.i.d. training sample from the joint distribution of $(x,y)$. allowable predictors are drawn from some specified class, and the goal is to approach asymptotically the performance (expected loss) of the best predictor in the class. we consider the setting in which one has perfect observation of the $x$-part of the sample, while the $y$-part has to be communicated at some finite bit rate. the encoding of the $y$-values is allowed to depend on the $x$-values. under suitable regularity conditions on the admissible predictors, the underlying family of probability distributions and the loss function, we give an information-theoretic characterization of achievable predictor performance in terms of conditional distortion-rate functions. the ideas are illustrated on the example of nonparametric regression in gaussian noise.",1,0,0,0,0
704.0679,finite branch solutions to painleve vi around a fixed singular point,"every finite branch solutions to the sixth painleve equation around a fixed singular point is an algebraic branch solution. in particular a global solution is an algebraic solution if and only if it is finitely many-valued globally. the proof of this result relies on algebraic geometry of painleve vi, riemann-hilbert correspondence, geometry and dynamics on cubic surfaces, resolutions of kleinian singularities, and power geometry of algebraic differential equations. in the course of the proof we are also able to classify all finite branch solutions up to backlund transformations.",1,0,0,0,0
704.0685,a generalization of chebyshev polynomials and non rooted posets,"in this paper we give a generalization of chebyshev polynomials and using this we describe the m\""obius function of the generalized subword order from a poset {a1,...as,c |ai<c}, which contains an affirmative answer for the conjecture by bj\""orner, sagan, vatter.[5,10]",1,0,0,0,0
704.0687,finite dimensionality of 2-d micropolar fluid flow with periodic   boundary conditions,"this paper is devoted to describe the finite-dimensionality of a two-dimensional micropolar fluid flow with periodic boundary conditions. we define the notions of determining modes and nodes and estimate the number of them, we also estimate the dimension of the global attractor. finally we compare our results with analogous results for navier-stokes equation.",1,0,0,0,0
704.0688,strong spherical asymptotics for rotor-router aggregation and the   divisible sandpile,"the rotor-router model is a deterministic analogue of random walk. it can be used to define a deterministic growth model analogous to internal dla. we prove that the asymptotic shape of this model is a euclidean ball, in a sense which is stronger than our earlier work. for the shape consisting of $n=\omega_d r^d$ sites, where $\omega_d$ is the volume of the unit ball in $\r^d$, we show that the inradius of the set of occupied sites is at least $r-o(\log r)$, while the outradius is at most $r+o(r^\alpha)$ for any $\alpha > 1-1/d$. for a related model, the divisible sandpile, we show that the domain of occupied sites is a euclidean ball with error in the radius a constant independent of the total mass. for the classical abelian sandpile model in two dimensions, with $n=\pi r^2$ particles, we show that the inradius is at least $r/\sqrt{3}$, and the outradius is at most $(r+o(r))/\sqrt{2}$. this improves on bounds of le borgne and rossin. similar bounds apply in higher dimensions.",1,0,0,0,0
704.0698,rigorous results for the periodic oscillation of an adiabatic piston,"we study a heavy piston of mass $m$ that moves in one dimension. the piston separates two gas chambers, each of which contains finitely many ideal, unit mass gas particles moving in $d$ dimensions, where $ d\geq 1$. using averaging techniques, we prove that the actual motions of the piston converge in probability to the predicted averaged behavior on the time scale $m^ {1/2} $ when $m$ tends to infinity while the total energy of the system is bounded and the number of gas particles is fixed. neishtadt and sinai previously pointed out that an averaging theorem due to anosov should extend to this situation.   when $ d=1$, the gas particles move in just one dimension, and we prove that the rate of convergence of the actual motions of the piston to its averaged behavior is $\mathcal{o} (m^ {-1/2}) $ on the time scale $m^ {1/2} $. the convergence is uniform over all initial conditions in a compact set. we also investigate the piston system when the particle interactions have been smoothed. the convergence to the averaged behavior again takes place uniformly, both over initial conditions and over the amount of smoothing.   in addition, we prove generalizations of our results to $n$ pistons separating $n+1$ gas chambers. we also provide a general discussion of averaging theory and the proofs of a number of previously known averaging results. in particular, we include a new proof of anosov's averaging theorem for smooth systems that is primarily due to dolgopyat.",1,0,0,0,0
704.0704,entropic measure and wasserstein diffusion,"we construct a new random probability measure on the sphere and on the unit interval which in both cases has a gibbs structure with the relative entropy functional as hamiltonian. it satisfies a quasi-invariance formula with respect to the action of smooth diffeomorphism of the sphere and the interval respectively. the associated integration by parts formula is used to construct two classes of diffusion processes on probability measures (on the sphere or the unit interval) by dirichlet form methods. the first one is closely related to malliavin's brownian motion on the homeomorphism group. the second one is a probability valued stochastic perturbation of the heat flow, whose intrinsic metric is the quadratic wasserstein distance. it may be regarded as the canonical diffusion process on the wasserstein space.",1,0,0,0,0
704.0708,on second order shape optimization methods for electrical impedance   tomography,"this paper is devoted to the analysis of a second order method for recovering the \emph{a priori} unknown shape of an inclusion $\omega$ inside a body $\omega$ from boundary measurement. this inverse problem - known as electrical impedance tomography - has many important practical applications and hence has focussed much attention during the last years. however, to our best knowledge, no work has yet considered a second order approach for this problem. this paper aims to fill that void: we investigate the existence of second order derivative of the state $u$ with respect to perturbations of the shape of the interface $\partial\omega$, then we choose a cost function in order to recover the geometry of $\partial \omega$ and derive the expression of the derivatives needed to implement the corresponding newton method. we then investigate the stability of the process and explain why this inverse problem is severely ill-posed by proving the compactness of the hessian at the global minimizer.",1,0,0,0,0
704.0714,maximum solutions of normalized ricci flows on 4-manifolds,"we consider maximum solution $g(t)$, $t\in [0, +\infty)$, to the normalized ricci flow. among other things, we prove that, if $(m, \omega) $ is a smooth compact symplectic 4-manifold such that $b_2^+(m)>1$ and let $g(t),t\in[0,\infty)$, be a solution to (1.3) on $m$ whose ricci curvature satisfies that $|\text{ric}(g(t))|\leq 3$ and additionally $\chi(m)=3 \tau (m)>0$, then there exists an $m\in \mathbb{n}$, and a sequence of points $\{x_{j,k}\in m\}$, $j=1, ..., m$, satisfying that, by passing to a subsequence, $$(m, g(t_{k}+t), x_{1,k},..., x_{m,k}) \stackrel{d_{gh}}\longrightarrow (\coprod_{j=1}^m n_j, g_{\infty}, x_{1,\infty}, ...,, x_{m,\infty}),$$ $t\in [0, \infty)$, in the $m$-pointed gromov-hausdorff sense for any sequence $t_{k}\longrightarrow \infty$, where $(n_{j}, g_{\infty})$, $j=1,..., m$, are complete complex hyperbolic orbifolds of complex dimension 2 with at most finitely many isolated orbifold points. moreover, the convergence is $c^{\infty}$ in the non-singular part of $\coprod_1^m n_{j}$ and $\text{vol}_{g_{0}}(m)=\sum_{j=1}^{m}\text{vol}_{g_{\infty}}(n_{j})$, where $\chi(m)$ (resp. $\tau(m)$) is the euler characteristic (resp. signature) of $m$.",1,0,0,0,0
704.0716,limit distributions and scaling functions,"we discuss the asymptotic behaviour of models of lattice polygons, mainly on the square lattice. in particular, we focus on limiting area laws in the uniform perimeter ensemble where, for fixed perimeter, each polygon of a given area occurs with the same probability. we relate limit distributions to the scaling behaviour of the associated perimeter and area generating functions, thereby providing a geometric interpretation of scaling functions. to a major extent, this article is a pedagogic review of known results.",1,0,0,0,0
704.072,$c^r$-lohner algorithm,we present a lohner type algorithm for the computation of rigorous bounds for solutions of ordinary differential equations and its derivatives with respect to initial conditions up to arbitrary order. as an application we prove the existence of multiple invariant tori around some elliptic periodic orbits for the pendulum equation with periodic forcing and for michelson system.,1,0,0,0,0
704.0736,$p$-adic haar multiresolution analysis,"in this paper, the notion of {\em $p$-adic multiresolution analysis (mra)} is introduced. we use a ``natural'' refinement equation whose solution (a refinable function) is the characteristic function of the unit disc. this equation reflects the fact that the characteristic function of the unit disc is the sum of $p$ characteristic functions of disjoint discs of radius $p^{-1}$. the case $p=2$ is studied in detail. our mra is a 2-adic analog of the real haar mra. but in contrast to the real setting, the refinable function generating our haar mra is periodic with period 1, which never holds for real refinable functions. this fact implies that there exist infinity many different 2-adic orthonormal wavelet bases in ${\cl}^2(\bq_2)$ generated by the same haar mra. all of these bases are constructed. since $p$-adic pseudo-differential operators are closely related to wavelet-type bases, our bases can be intensively used for applications.",1,0,0,0,0
704.0739,computation of power loss in likelihood ratio tests for probability   densities extended by lehmann alternatives,we compute the loss of power in likelihood ratio tests when we test the original parameter of a probability density extended by the first lehmann alternative.,1,0,0,0,1
704.0745,weak and strong taylor methods for numerical solutions of stochastic   differential equations,"we apply results of malliavin-thalmaier-watanabe for strong and weak taylor expansions of solutions of perturbed stochastic differential equations (sdes). in particular, we work out weight expressions for the taylor coefficients of the expansion. the results are applied to libor market models in order to deal with the typical stochastic drift and with stochastic volatility. in contrast to other accurate methods like numerical schemes for the full sde, we obtain easily tractable expressions for accurate pricing. in particular, we present an easily tractable alternative to ``freezing the drift'' in libor market models, which has an accuracy similar to the full numerical scheme. numerical examples underline the results.",1,0,0,1,0
704.0747,a note on higher-order differential operations,in this paper we consider successive iterations of the first-order differential operations in space ${\bf r}^3.$,1,0,0,0,0
704.075,some combinatorial aspects of differential operation compositions on   space $r^n$,"in this paper we present a recurrent relation for counting meaningful compositions of the higher-order differential operations on the space $r^{n}$ (n=3,4,...) and extract the non-trivial compositions of order higher than two.",1,0,0,0,0
704.0751,hyperbolicity in unbounded convex domains,"we provide several equivalent characterizations of kobayashi hyperbolicity in unbounded convex domains in terms of peak and anti-peak functions at infinity, affine lines, bergman metric and iteration theory.",1,0,0,0,0
704.0755,a procedure for finding the k-th power of a matrix,we give a new procedure in maple for finding the k-th power of a martix. the algorithm is based on the article [1].,1,0,0,0,0
704.0759,energy conservation and onsager's conjecture for the euler equations,"onsager conjectured that weak solutions of the euler equations for incompressible fluids in 3d conserve energy only if they have a certain minimal smoothness, (of order of 1/3 fractional derivatives) and that they dissipate energy if they are rougher. in this paper we prove that energy is conserved for velocities in the function space $b^{1/3}_{3,c(\nn)}$. we show that this space is sharp in a natural sense. we phrase the energy spectrum in terms of the littlewood-paley decomposition and show that the energy flux is controlled by local interactions. this locality is shown to hold also for the helicity flux; moreover, every weak solution of the euler equations that belongs to $b^{2/3}_{3,c(\nn)}$ conserves helicity. in contrast, in two dimensions, the strong locality of the enstrophy holds only in the ultraviolet range.",1,0,0,0,0
704.0772,stability of a colocated finite volume scheme for the incompressible   navier-stokes equations,"we introduce a finite volume scheme for the two-dimensional incompressible navier-stokes equations. we use a triangular mesh. the unknowns for the velocity and pressure are both piecewise constant (colocated scheme). we use a projection (fractional-step) method to deal with the incompressibility constraint. we prove that the differential operators in the navier-stokes equations and their discrete counterparts share similar properties. in particular, we state an inf-sup (babuska-brezzi) condition. we infer from it the stability of the scheme.",1,0,0,0,0
704.0775,k_0-theory of n-potents in rings and algebras,"let $n \geq 2$ be an integer. an \emph{$n$-potent} is an element $e$ of a ring $r$ such that $e^n = e$. in this paper, we study $n$-potents in matrices over $r$ and use them to construct an abelian group $k_0^n(r)$. if $a$ is a complex algebra, there is a group isomorphism $k_0^n(a) \cong \bigl(k_0(a)\bigr)^{n-1}$ for all $n \geq 2$. however, for algebras over cyclotomic fields, this is not true in general. we consider $k_0^n$ as a covariant functor, and show that it is also functorial for a generalization of homomorphism called an \emph{$n$-homomorphism}.",1,0,0,0,0
704.0778,frobenius splitting and geometry of $g$-schubert varieties,"let $x$ be an equivariant embedding of a connected reductive group $g$ over an algebraically closed field $k$ of positive characteristic. let $b$ denote a borel subgroup of $g$. a $g$-schubert variety in $x$ is a subvariety of the form $\diag(g) \cdot v$, where $v$ is a $b \times b$-orbit closure in $x$. in the case where $x$ is the wonderful compactification of a group of adjoint type, the $g$-schubert varieties are the closures of lusztig's $g$-stable pieces. we prove that $x$ admits a frobenius splitting which is compatible with all $g$-schubert varieties. moreover, when $x$ is smooth, projective and toroidal, then any $g$-schubert variety in $x$ admits a stable frobenius splitting along an ample divisors. although this indicates that $g$-schubert varieties have nice singularities we present an example of a non-normal $g$-schubert variety in the wonderful compactification of a group of type $g_2$. finally we also extend the frobenius splitting results to the more general class of $\mathcal r$-schubert varieties.",1,0,0,0,0
704.0783,stability of a finite volume scheme for the incompressible fluids,we introduce a finite volume scheme for the two-dimensional incompressible navier-stokes equations. we use a triangular mesh. the unknowns for the velocity and pressure are respectively piecewise constant and affine. we use a projection method to deal with the incompressibility constraint. we show that the differential operators in the navier-stokes equations and their discrete counterparts share similar properties. in particular we state an inf-sup (babuska-brezzi) condition. using these properties we infer the stability of the scheme.,1,0,0,0,0
704.0787,convergence of a finite volume scheme for the incompressible fluids,"we consider a finite volume scheme for the two-dimensional incompressible navier-stokes equations. we use a triangular mesh. the unknowns for the velocity and pressure are respectively piecewise constant and affine. we use a projection method to deal with the incompressibility constraint. in a former paper, the stability of the scheme has been proven. we infer from it its convergence.",1,0,0,0,0
704.0796,a density tensor hierarchy for open system dynamics: retrieving the   noise,"we introduce a density tensor hierarchy for open system dynamics, that recovers information about fluctuations lost in passing to the reduced density matrix. for the case of fluctuations arising from a classical probability distribution, the hierarchy is formed from expectations of products of pure state density matrix elements, and can be compactly summarized by a simple generating function. for the case of quantum fluctuations arising when a quantum system interacts with a quantum environment in an overall pure state, the corresponding hierarchy is defined as the environmental trace of products of system matrix elements of the full density matrix. only the lowest member of the quantum noise hierarchy is directly experimentally measurable. the unit trace and idempotence properties of the pure state density matrix imply descent relations for the tensor hierarchies, that relate the order $n$ tensor, under contraction of appropriate pairs of tensor indices, to the order $n-1$ tensor. as examples to illustrate the classical probability distribution formalism, we consider a quantum system evolving by it\^o stochastic and by jump process schr\""odinger equations. as examples to illustrate the corresponding trace formalism in the quantum fluctuation case, we consider collisional brownian motion of an infinite mass brownian particle, and the weak coupling born-markov master equation. in different specializations, the latter gives the hierarchies generalizing the quantum optical master equation and the caldeira--leggett master equation. as a further application of the density tensor, we contrast stochastic schr\""odinger equations that reduce and that do not reduce the state vector, and discuss why a quantum system coupled to a quantum environment behaves like the latter.",1,0,0,0,0
704.0798,"nonimmersions of rp^n implied by tmf, revisited","in a 2002 paper, the authors and bruner used the new spectrum tmf to obtain some new nonimmersions of real projective spaces. in this note, we complete/correct two oversights in that paper.   the first is to note that in that paper a general nonimmersion result was stated which yielded new nonimmersions for rp^n with n as small as 48, and yet it was stated there that the first new result occurred when n=1536. here we give a simple proof of those overlooked results.   secondly, we fill in a gap in the proof of the 2002 paper. there it was claimed that an axial map f must satisfy f^*(x)=x_1+x_2. we realized recently that this is not clear. however, here we show that it is true up multiplication by a unit in the appropriate ring, and so we retrieve all the nonimmersion results claimed in the original paper.   finally, we present a complete determination of tmf^{8*}(rp^\infty\times rp^\infty) and tmf^*(cp^\infty\times cp^\infty) in positive dimensions.",1,0,0,0,0
704.0801,fundamental solutions for a class of non-elliptic homogeneous   differential operators,"we compute temperate fundamental solutions of homogeneous differential operators with real-principal type symbols. via analytic continuation of meromorphic distributions, fundamental solutions for these non-elliptic operators can be constructed in terms of radial averages and invariant distributions on the unit sphere.",1,0,0,0,0
704.0802,hybrid-arq in multihop networks with opportunistic relay selection,"this paper develops a contention-based opportunistic feedback technique towards relay selection in a dense wireless network. this technique enables the forwarding of additional parity information from the selected relay to the destination. for a given network, the effects of varying key parameters such as the feedback probability are presented and discussed. a primary advantage of the proposed technique is that relay selection can be performed in a distributed way. simulation results find its performance to closely match that of centralized schemes that utilize gps information, unlike the proposed method. the proposed relay selection method is also found to achieve throughput gains over a point-to-point transmission strategy.",1,0,0,0,0
704.0805,opportunistic relay selection with limited feedback,"it has been shown that a decentralized relay selection protocol based on opportunistic feedback from the relays yields good throughput performance in dense wireless networks. this selection strategy supports a hybrid-arq transmission approach where relays forward parity information to the destination in the event of a decoding error. such an approach, however, suffers a loss compared to centralized strategies that select relays with the best channel gain to the destination. this paper closes the performance gap by adding another level of channel feedback to the decentralized relay selection problem. it is demonstrated that only one additional bit of feedback is necessary for good throughput performance. the performance impact of varying key parameters such as the number of relays and the channel feedback threshold is discussed. an accompanying bit error rate analysis demonstrates the importance of relay selection.",1,0,0,0,0
704.0808,on a conjecture of em stein on the hilbert transform on vector fields,"let $ v$ be a smooth vector field on the plane, that is a map from the plane to the unit circle. we study sufficient conditions for the boundedness of the hilbert transform   \operatorname h_{v, \epsilon}f(x) := \text{p.v.}\int_{-\epsilon}^ \epsilon f(x-yv(x)) \frac{dy}y where $ \epsilon $ is a suitably chosen parameter, determined by the smoothness properties of the vector field. it is a conjecture, due to e.\thinspace m.\thinspace stein, that if $ v$ is lipschitz, there is a positive $ \epsilon $ for which the transform above is bounded on $ l ^{2}$. our principal result gives a sufficient condition in terms of the boundedness of a maximal function associated to $ v$. this sufficient condition is that this new maximal function be bounded on some $ l ^{p}$, for some $ 1<p<2$. we show that the maximal function is bounded from $ l ^{2}$ to weak $ l ^{2}$ for all lipschitz maximal function. the relationship between our results and other known sufficient conditions is explored.",1,0,0,0,0
704.0813,dynamics of bose-einstein condensates,"we report on some recent results concerning the dynamics of bose-einstein condensates, obtained in a series of joint papers with l. erdos and h.-t. yau. starting from many body quantum dynamics, we present a rigorous derivation of a cubic nonlinear schroedinger equation known as the gross-pitaevskii equation for the time evolution of the condensate wave function.",1,0,0,0,0
704.0817,an s_3-symmetric littlewood-richardson rule,"the classical littlewood-richardson coefficients c(lambda,mu,nu) carry a natural $s_3$ symmetry via permutation of the indices. our ""carton rule"" for computing these numbers transparently and uniformly explains these six symmetries; previously formulated littlewood-richardson rules manifest at most three of the six.",1,0,0,0,0
704.0824,"on the (3,n) maurer-cartan equation","deformations of the 3-differential of 3-differential graded algebras are controlled by the (3,n) maurer-cartan equation. we find explicit formulae for the coefficients appearing in that equation, introduce new geometric examples of n-differential graded algebras, and use these results to study n lie algebroids.",1,0,0,0,0
704.0831,on packet lengths and overhead for random linear coding over the erasure   channel,"we assess the practicality of random network coding by illuminating the issue of overhead and considering it in conjunction with increasingly long packets sent over the erasure channel. we show that the transmission of increasingly long packets, consisting of either of an increasing number of symbols per packet or an increasing symbol alphabet size, results in a data rate approaching zero over the erasure channel. this result is due to an erasure probability that increases with packet length. numerical results for a particular modulation scheme demonstrate a data rate of approximately zero for a large, but finite-length packet. our results suggest a reduction in the performance gains offered by random network coding.",1,0,0,0,0
704.0833,local well-posedness of nonlinear dispersive equations on modulation   spaces,"by using tools of time-frequency analysis, we obtain some improved local well-posedness results for the nls, nlw and nlkg equations with cauchy data in modulation spaces $m{p, 1}_{0,s}$.",1,0,0,0,0
704.0836,a matroid-friendly basis for the quasisymmetric functions,"a new z-basis for the space of quasisymmetric functions (qsym, for short) is presented. it is shown to have nonnegative structure constants, and several interesting properties relative to the space of quasisymmetric functions associated to matroids by the hopf algebra morphism (f) of billera, jia, and reiner. in particular, for loopless matroids, this basis reflects the grading by matroid rank, as well as by the size of the ground set. it is shown that the morphism f is injective on the set of rank two matroids, and that decomposability of the quasisymmetric function of a rank two matroid mirrors the decomposability of its base polytope. an affirmative answer is given to the hilbert basis question raised by billera, jia, and reiner.",1,0,0,0,0
704.0838,universal source coding for monotonic and fast decaying monotonic   distributions,"we study universal compression of sequences generated by monotonic distributions. we show that for a monotonic distribution over an alphabet of size $k$, each probability parameter costs essentially $0.5 \log (n/k^3)$ bits, where $n$ is the coded sequence length, as long as $k = o(n^{1/3})$. otherwise, for $k = o(n)$, the total average sequence redundancy is $o(n^{1/3+\epsilon})$ bits overall. we then show that there exists a sub-class of monotonic distributions over infinite alphabets for which redundancy of $o(n^{1/3+\epsilon})$ bits overall is still achievable. this class contains fast decaying distributions, including many distributions over the integers and geometric distributions. for some slower decays, including other distributions over the integers, redundancy of $o(n)$ bits overall is achievable, where a method to compute specific redundancy rates for such distributions is derived. the results are specifically true for finite entropy monotonic distributions. finally, we study individual sequence redundancy behavior assuming a sequence is governed by a monotonic distribution. we show that for sequences whose empirical distributions are monotonic, individual redundancy bounds similar to those in the average case can be obtained. however, even if the monotonicity in the empirical distribution is violated, diminishing per symbol individual sequence redundancies with respect to the monotonic maximum likelihood description length may still be achievable.",1,0,0,0,0
704.0839,moduli spaces of rational tropical curves,this note is devoted to the definition of moduli spaces of rational tropical curves with n marked points. we show that this space has a structure of a smooth tropical variety of dimension n-3. we define the deligne-mumford compactification of this space and tropical $\psi$-class divisors.,1,0,0,0,0
704.0846,pi degree parity in q-skew polynomial rings,"for k a field of arbitrary characteristic, and r a k-algebra, we show that the pi degree of an iterated skew polynomial ring r[x_1;\tau_1,\delta_1]...b[x_n;\tau_n,\delta_n] agrees with the pi degree of r[x_1;\tau_1]...b[x_n;\tau_n] when each (\tau_i,\delta_i) satisfies a q_i-skew relation for q_i \in k^{\times} and extends to a higher q_i-skew \tau_i-derivation. we confirm the quantum gel'fand-kirillov conjecture for various quantized coordinate rings, and calculate their pi degrees. we extend these results to completely prime factor algebras.",1,0,0,0,0
704.0848,growing perfect decagonal quasicrystals by local rules,"a local growth algorithm for a decagonal quasicrystal is presented. we show that a perfect penrose tiling (ppt) layer can be grown on a decapod tiling layer by a three dimensional (3d) local rule growth. once a ppt layer begins to form on the upper layer, successive 2d ppt layers can be added on top resulting in a perfect decagonal quasicrystalline structure in bulk with a point defect only on the bottom surface layer. our growth rule shows that an ideal quasicrystal structure can be constructed by a local growth algorithm in 3d, contrary to the necessity of non-local information for a 2d ppt growth.",1,0,0,0,0
704.0851,counting on rectangular areas,in the first section of this paper we prove a theorem for the number of columns of a rectangular area that are identical to the given one. in the next section we apply this theorem to derive several combinatorial identities by counting specified subsets of a finite set.,1,0,0,0,0
704.0853,normalized ricci flow on nonparabolic surfaces,"this paper studies normalized ricci flow on a nonparabolic surface, whose scalar curvature is asymptotically -1 in an integral sense. by a method initiated by r. hamilton, the flow is shown to converge to a metric of constant scalar curvature -1. a relative estimate of green's function is proved as a tool.",1,0,0,0,0
704.0859,"transfinite diameter, chebyshev constant and energy on locally compact   spaces","we study the relationship between transfinite diameter, chebyshev constant and wiener energy in the abstract linear potential analytic setting pioneered by choquet, fuglede and ohtsuka. it turns out that, whenever the potential theoretic kernel has the maximum principle, then all these quantities are equal for all compact sets. for continuous kernels even the converse statement is true: if the chebyshev constant of any compact set coincides with its transfinite diameter, the kernel must satisfy the maximum principle. an abundance of examples is provided to show the sharpness of the results.",1,0,0,0,0
704.0866,a priori estimates for weak solutions of complex monge-amp\`ere   equations,"let $x$ be a compact k\""ahler manifold and $\om$ a smooth closed form of bidegree $(1,1)$ which is nonnegative and big. we study the classes ${\mathcal e}_{\chi}(x,\om)$ of $\om$-plurisubharmonic functions of finite weighted monge-amp\`ere energy. when the weight $\chi$ has fast growth at infinity, the corresponding functions are close to be bounded.   we show that if a positive radon measure is suitably dominated by the monge-amp\`ere capacity, then it belongs to the range of the monge-amp\`ere operator on some class ${\mathcal e}_{\chi}(x,\om)$. this is done by establishing a priori estimates on the capacity of sublevel sets of the solutions.   our result extends u.cegrell's and s.kolodziej's results and puts them into a unifying frame. it also gives a simple proof of s.t.yau's celebrated a priori ${\mathcal c}^0$-estimate.",1,0,0,0,0
704.0869,connected operators for the totally asymmetric exclusion process,"we fully elucidate the structure of the hierarchy of the connected operators that commute with the markov matrix of the totally asymmetric exclusion process (tasep). we prove for the connected operators a combinatorial formula that was conjectured in a previous work. our derivation is purely algebraic and relies on the algebra generated by the local jump operators involved in the tasep.   keywords: non-equilibrium statistical mechanics, asep, exact results, algebraic bethe ansatz.",1,0,0,0,0
704.0872,spectral perturbation bounds for selfadjoint operators,we give general spectral and eigenvalue perturbation bounds for a selfadjoint operator perturbed in the sense of the pseudo-friedrichs extension. we also give several generalisations of the aforementioned extension. the spectral bounds for finite eigenvalues are obtained by using analyticity and monotonicity properties (rather than variational principles) and they are general enough to include eigenvalues in gaps of the essential spectrum.,1,0,0,0,0
704.0874,higher ramification and varieties of secant divisors on the generic   curve,"for a smooth projective curve, the cycles of e-secant k-planes are among the most studied objects in classical enumerative geometry and there are well-known formulas due to castelnuovo, cayley and macdonald concerning them. despite various attempts, surprisingly little is known about the enumerative validity of such formulas. the aim of this paper is to completely clarify this problem in the case of the generic curve c of given genus. using degeneration techniques and a few facts about the birational geometry of moduli spaces of stable pointed curves we determine precisely under which conditions the cycle of e-secant k-planes in non-empty and we compute its dimension. we also precisely determine the dimension of the variety of linear series on c carrying e-secant k-planes. in a different direction, in the last part of the paper we study the distribution of ramification points of the powers of a line bundle on c having prescribed ramification at a given point.",1,0,0,0,0
704.0875,the concrete theory of numbers: initial numbers and wonderful properties   of numbers repunit,"in this work initial numbers and repunit numbers have been studied. all numbers have been considered in a decimal notation. the problem of simplicity of initial numbers has been studied. interesting properties of numbers repunit are proved:   $gcd(r_a, r_b) = r_{gcd(a,b)}$;   $r_{ab}/(r_ar_b)$ is an integer only if $gcd(a,b) = 1$, where $a\geq1$, $b\geq1$ are integers. dividers of numbers repunit, are researched by a degree of prime number.",1,0,0,0,0
704.0876,non-monotone convergence in the quadratic wasserstein distance,"we give an easy counter-example to problem 7.20 from c. villani's book on mass transport: in general, the quadratic wasserstein distance between $n$-fold normalized convolutions of two given measures fails to decrease monotonically.",1,0,0,0,0
704.0884,extension theorems of sakai type for separately holomorphic and   meromorphic functions,we first exhibit counterexamples to some open questions related to a theorem of sakai.   then we establish an extension theorem of sakai type for separately holomorphic/meromorphic functions.,1,0,0,0,0
704.0885,uniform measures and countably additive measures,uniform measures are defined as the functionals on the space of bounded uniformly continuous functions that are continuous on bounded uniformly equicontinuous sets. if every cardinal has measure zero then every countably additive measure is a uniform measure. the functionals sequentially continuous on bounded uniformly equicontinuous sets are exactly uniform measures on the separable modification of the underlying uniform space.,1,0,0,0,0
704.0895,gorenstein locus of minuscule schubert varieties,"in this article, we describe explicitely the gorenstein locus of all minuscule schubert varieties. this proves a special case of a conjecture of a. woo and a. yong (see math.ag/0603273) on the gorenstein locus of schubert varieties.",1,0,0,0,0
704.0897,a unified approach to the theory of separately holomorphic mappings,"we extend the theory of separately holomorphic mappings between complex analytic spaces. our method is based on poletsky theory of discs, rosay theorem on holomorphic discs and our recent joint-work with pflug on cross theorems in dimension 1. it also relies on our new technique of conformal mappings and a generalization of siciak's relative extremal function.   our approach illustrates the unified character: ``from local informations to global extensions"". moreover, it avoids systematically the use of the classical method of doubly orthogonal bases of bergman type.",1,0,0,0,0
704.0906,metropolis algorithm and equienergy sampling for two mean field spin   systems,"in this paper we study the metropolis algorithm in connection with two mean--field spin systems, the so called mean--field ising model and the blume--emery--griffiths model. in both this examples the naive choice of proposal chain gives rise, for some parameters, to a slowly mixing metropolis chain, that is a chain whose spectral gap decreases exponentially fast (in the dimension $n$ of the problem). here we show how a slight variant in the proposal chain can avoid this problem, keeping the mean computational cost similar to the cost of the usual metropolis. more precisely we prove that, with a suitable variant in the proposal, the metropolis chain has a spectral gap which decreases polynomially in 1/n. using some symmetry structure of the energy, the method rests on allowing appropriate jumps within the energy level of the starting state.",1,0,0,0,1
704.0909,l^2 rho form for normal coverings of fibre bundles,"we define the secondary invariants l^2- eta and -rho forms for families of generalized dirac operators on normal coverings of fibre bundles. on the covering family we assume transversally smooth spectral projections, and novikov--shubin invariants bigger than 3(dim b+1) to treat the large time asymptotic for general operators. in the particular case of a bundle of spin manifolds, we study the l^2- rho class in relation to the space of positive scalar curvature vertical metrics.",1,0,0,0,0
